,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
1090,False,True,True,41,True,True,False,True,True,False,True,False,False,68.5,2839.95,False,True,False,False,False,True,False,True,False,False,False
1091,False,False,False,1,True,False,False,False,False,False,True,False,True,80.55,80.55,False,False,True,False,True,False,False,False,False,True,False
1092,False,True,False,7,True,False,True,False,True,True,True,True,False,81.25,580.1,False,True,False,False,True,False,False,True,False,False,False
1093,False,True,True,25,True,False,False,False,False,False,True,True,True,90.4,2178.6,True,False,True,False,False,True,False,False,False,True,False
1094,False,True,True,67,True,True,True,True,False,True,False,False,False,89.55,6038.55,False,False,True,False,False,True,False,False,False,True,False
1095,False,True,True,5,True,True,False,False,False,True,False,False,True,55.7,259.4,False,True,False,False,True,False,False,False,False,False,True
1096,False,False,True,15,True,True,False,False,False,False,False,False,True,24.8,324.15,False,False,False,True,True,False,False,False,False,True,False
1097,False,True,True,20,True,False,False,False,False,False,False,False,False,20.0,417.65,False,False,False,True,True,False,False,False,False,True,False
1098,False,True,True,3,True,False,False,True,True,False,False,False,True,56.15,168.15,True,True,False,False,True,False,False,False,False,False,True
1099,False,True,True,54,True,True,False,True,False,True,True,True,True,105.2,5637.85,False,False,True,False,False,True,False,False,False,True,False
1100,False,False,False,42,True,False,False,False,False,False,False,False,True,19.55,839.4,False,False,False,True,False,True,False,False,False,False,True
1101,False,True,False,9,True,False,False,False,False,False,False,True,True,79.75,769.1,False,False,True,False,True,False,False,False,False,True,False
1102,False,False,False,63,True,True,False,True,False,False,True,True,False,97.45,6253.0,False,False,True,False,False,False,True,True,False,False,False
1103,False,True,False,69,True,True,False,False,False,False,False,False,False,24.25,1641.8,False,False,False,True,False,False,True,True,False,False,False
1104,False,False,False,69,True,True,False,False,False,False,False,False,False,24.6,1678.05,False,False,False,True,False,False,True,False,True,False,False
1105,False,True,False,40,True,False,False,True,False,False,False,False,True,50.15,2058.5,False,True,False,False,True,False,False,False,False,False,True
1106,False,False,False,60,False,False,True,True,True,False,False,False,False,39.6,2424.5,False,True,False,False,False,False,True,True,False,False,False
1107,False,False,False,4,True,False,True,False,True,True,False,True,True,94.4,387.2,True,False,True,False,True,False,False,True,False,False,False
1108,True,False,False,71,True,True,True,True,True,True,True,True,False,89.85,6293.45,False,True,False,False,False,False,True,False,False,False,True
1109,False,True,False,37,True,True,False,False,True,False,False,False,True,78.95,2839.65,True,False,True,False,True,False,False,False,True,False,False
1110,False,True,False,32,True,True,False,True,False,False,True,True,True,98.85,3145.9,False,False,True,False,True,False,False,False,True,False,False
1111,False,False,False,39,True,True,False,False,False,True,False,False,True,53.85,2200.7,False,True,False,False,False,False,True,False,True,False,False
1112,False,False,False,38,True,True,False,False,False,False,False,False,True,24.25,914.4,False,False,False,True,False,True,False,False,False,True,False
1113,False,False,False,52,True,True,False,False,True,False,False,True,True,89.45,4577.75,False,False,True,False,False,False,True,False,True,False,False
1114,False,True,True,48,True,True,True,True,False,False,True,True,True,105.25,4997.5,False,False,True,False,True,False,False,False,True,False,False
1115,False,True,True,70,False,False,True,False,True,True,True,True,False,59.5,4144.8,False,True,False,False,False,False,True,True,False,False,False
1116,False,False,False,20,True,False,False,False,False,False,False,False,False,70.55,1493.55,False,False,True,False,True,False,False,False,True,False,False
1117,False,False,False,50,True,True,True,False,True,True,True,True,True,82.5,4179.1,False,True,False,False,False,True,False,False,True,False,False
1118,False,False,False,19,False,False,False,False,False,False,True,True,True,44.85,893.55,True,True,False,False,False,True,False,False,True,False,False
1119,False,True,True,25,True,False,True,True,True,False,False,False,True,61.6,1611.0,False,True,False,False,False,True,False,True,False,False,False
1120,False,False,False,12,True,False,False,True,False,False,False,False,True,49.05,593.05,False,True,False,False,True,False,False,True,False,False,False
1121,True,True,False,39,True,True,False,True,True,False,True,True,True,105.65,4284.8,True,False,True,False,True,False,False,False,False,True,False
1122,False,False,False,7,True,False,False,False,True,False,False,False,False,74.65,544.55,True,False,True,False,True,False,False,False,False,False,True
1123,False,True,True,23,True,False,True,True,True,True,False,False,True,66.25,1533.8,False,True,False,False,False,True,False,False,False,False,True
1124,False,False,False,27,True,False,False,False,False,False,False,False,True,19.4,529.8,False,False,False,True,True,False,False,False,False,True,False
1125,True,False,False,47,True,True,False,False,False,False,True,False,True,86.05,3865.6,False,False,True,False,True,False,False,False,True,False,False
1126,False,True,True,26,True,False,False,False,False,False,False,False,True,19.15,515.75,False,False,False,True,False,False,True,False,True,False,False
1127,False,True,False,14,True,True,True,False,False,False,True,False,True,64.7,941.0,True,True,False,False,True,False,False,True,False,False,False
1128,True,True,False,11,True,True,False,False,True,True,True,True,True,104.05,1133.65,True,False,True,False,True,False,False,True,False,False,False
1129,False,False,True,2,True,False,False,False,False,False,False,False,False,19.25,48.35,False,False,False,True,True,False,False,False,False,False,True
1130,False,True,True,26,True,False,True,True,False,False,False,False,False,81.95,2070.05,False,False,True,False,True,False,False,False,False,True,False
1131,True,True,False,72,True,True,True,True,True,True,True,True,True,114.65,8333.95,False,False,True,False,False,False,True,True,False,False,False
1132,False,True,True,63,True,False,False,False,False,False,False,False,False,20.0,1209.25,False,False,False,True,False,False,True,False,True,False,False
1133,False,True,True,71,True,False,False,False,False,False,False,False,False,19.8,1396.25,False,False,False,True,False,False,True,False,False,False,True
1134,False,True,True,11,True,True,True,False,False,False,True,False,True,65.15,723.35,False,True,False,False,True,False,False,True,False,False,False
1135,True,True,False,14,True,False,False,False,False,False,False,False,False,19.65,228.65,False,False,False,True,False,True,False,False,False,False,True
1136,False,False,True,13,True,True,True,True,True,True,True,True,False,88.95,1161.75,False,True,False,False,False,False,True,False,True,False,False
1137,False,False,True,6,True,False,False,False,False,False,False,False,True,20.2,98.35,False,False,False,True,True,False,False,False,False,False,True
1138,True,True,True,11,True,True,False,False,False,False,False,False,True,75.2,775.3,False,False,True,False,True,False,False,False,True,False,False
1139,False,True,False,18,True,True,False,True,False,False,False,False,False,56.8,1074.65,False,True,False,False,True,False,False,False,True,False,False
1140,False,False,False,1,False,False,False,False,False,False,False,True,True,35.55,35.55,True,True,False,False,True,False,False,False,False,True,False
1141,False,True,False,32,True,False,True,False,False,False,False,False,True,75.5,2324.7,False,False,True,False,True,False,False,True,False,False,False
1142,False,False,False,29,False,False,True,False,False,True,False,False,False,35.6,1072.6,False,True,False,False,False,True,False,False,False,False,True
1143,False,False,False,3,True,True,False,False,False,False,True,False,True,60.25,170.5,False,True,False,False,True,False,False,False,False,True,False
1144,False,False,False,2,True,True,False,False,False,False,True,True,True,95.15,196.9,True,False,True,False,True,False,False,False,False,True,False
1145,False,True,True,13,True,False,False,False,True,False,True,True,True,96.65,1162.85,True,False,True,False,True,False,False,False,False,False,True
1146,False,False,False,41,False,False,False,True,False,False,False,True,True,40.35,1677.85,False,True,False,False,True,False,False,False,False,True,False
1147,False,False,False,1,True,False,False,False,False,False,False,False,False,18.85,18.85,False,False,False,True,True,False,False,False,False,True,False
1148,False,False,False,7,True,False,False,False,False,False,True,False,False,54.85,370.4,False,True,False,False,True,False,False,False,False,False,True
1149,False,True,False,52,True,False,True,False,True,False,True,False,True,64.3,3410.6,False,True,False,False,False,True,False,False,False,False,True
1150,False,True,True,45,True,True,False,False,False,False,False,False,True,24.65,1138.8,False,False,False,True,False,False,True,True,False,False,False
1151,False,True,False,70,True,True,False,True,True,True,True,False,False,76.1,5264.25,False,True,False,False,False,False,True,False,True,False,False
1152,False,False,False,53,True,False,False,False,False,False,False,False,False,18.7,1005.7,False,False,False,True,False,False,True,False,False,False,True
1153,True,True,False,62,True,True,False,True,True,False,True,False,True,97.95,5936.55,False,False,True,False,False,True,False,False,True,False,False
1154,False,True,False,60,True,True,True,True,False,False,False,True,True,94.1,5475.9,False,False,True,False,True,False,False,False,True,False,False
1155,True,True,False,3,True,False,False,False,False,False,True,False,True,80.4,224.05,True,False,True,False,True,False,False,False,False,True,False
1156,True,True,False,23,True,False,True,False,False,False,True,True,True,95.1,2326.05,False,False,True,False,True,False,False,False,False,True,False
1157,False,False,True,1,False,False,False,True,False,False,False,False,True,31.35,31.35,True,True,False,False,True,False,False,False,False,False,True
1158,False,False,False,67,True,False,True,False,True,True,False,True,True,72.35,4991.5,False,True,False,False,False,True,False,True,False,False,False
1159,False,False,False,12,True,True,False,True,False,False,True,False,True,89.75,1052.4,True,False,True,False,True,False,False,True,False,False,False
1160,True,True,False,71,True,True,True,True,True,True,False,True,True,82.7,5831.2,False,True,False,False,False,False,True,True,False,False,False
1161,False,False,False,25,True,False,False,False,False,False,False,False,False,19.9,510.8,False,False,False,True,False,True,False,False,True,False,False
1162,False,False,False,5,True,True,True,False,False,False,False,False,True,53.8,283.95,False,True,False,False,True,False,False,False,False,True,False
1163,False,False,False,26,True,True,False,False,False,False,False,False,True,51.55,1295.4,False,True,False,False,False,True,False,False,True,False,False
1164,False,True,True,1,True,False,False,False,False,False,False,False,False,19.65,19.65,False,False,False,True,False,True,False,False,False,False,True
1165,True,False,False,70,False,False,False,True,True,False,True,False,True,44.05,3011.65,False,True,False,False,False,True,False,False,True,False,False
1166,False,True,True,72,True,True,True,True,True,True,True,True,True,114.0,8093.15,False,False,True,False,False,False,True,False,False,True,False
1167,False,True,False,60,True,False,False,True,False,False,True,True,True,94.4,5610.25,True,False,True,False,False,True,False,False,False,True,False
1168,True,True,True,32,True,True,False,True,False,False,True,True,True,100.4,3217.65,False,False,True,False,True,False,False,False,False,True,False
1169,False,False,False,1,True,False,False,False,False,False,False,False,True,19.85,19.85,True,False,False,True,True,False,False,False,False,True,False
1170,False,False,False,14,True,True,False,True,False,False,False,False,True,54.25,773.2,False,True,False,False,False,True,False,False,False,False,True
1171,False,False,False,13,True,True,True,False,False,False,False,False,True,80.0,1029.35,False,False,True,False,True,False,False,False,True,False,False
1172,False,False,False,6,True,True,False,True,True,True,True,True,True,109.9,669.45,True,False,True,False,True,False,False,False,True,False,False
1173,False,False,False,46,True,True,True,False,True,False,True,True,False,79.2,3593.8,False,True,False,False,False,False,True,False,False,False,True
1174,False,False,False,15,True,False,False,False,True,True,True,True,True,101.35,1553.95,True,False,True,False,True,False,False,False,False,True,False
1175,True,True,False,43,True,True,False,True,False,True,True,False,True,94.3,3953.15,False,False,True,False,True,False,False,False,False,True,False
1176,False,False,False,39,True,False,False,False,False,True,False,False,True,49.8,1971.15,False,True,False,False,False,False,True,True,False,False,False
1177,True,False,False,21,True,False,False,False,True,False,True,False,True,60.05,1236.15,True,True,False,False,True,False,False,True,False,False,False
1178,False,False,False,57,False,False,True,False,True,False,True,True,True,53.75,3196.0,False,True,False,False,True,False,False,False,False,True,False
1179,False,True,False,53,True,False,False,False,False,True,True,True,True,93.45,4872.2,False,False,True,False,False,True,False,False,False,True,False
1180,False,True,True,18,True,False,True,False,True,False,True,False,True,87.9,1500.5,False,False,True,False,True,False,False,False,False,False,True
1181,False,False,False,1,True,True,False,False,False,False,False,True,True,60.15,60.15,True,True,False,False,True,False,False,False,False,True,False
1182,False,True,False,58,True,True,True,False,False,True,False,False,True,61.05,3478.75,False,True,False,False,False,True,False,True,False,False,False
1183,True,False,False,71,True,True,False,False,True,False,True,True,False,104.05,7413.55,False,False,True,False,False,False,True,True,False,False,False
1184,False,False,False,35,True,False,False,False,True,True,True,True,True,99.25,3532.0,False,False,True,False,False,True,False,False,False,True,False
1185,False,False,False,3,True,False,False,False,True,False,False,True,False,85.7,256.75,False,False,True,False,True,False,False,False,True,False,False
1186,False,False,False,38,True,True,True,True,False,False,True,True,True,104.85,3887.25,False,False,True,False,False,True,False,False,False,True,False
1187,False,True,True,35,True,True,True,True,True,True,False,False,True,69.15,2490.15,False,True,False,False,False,False,True,False,True,False,False
1188,False,False,False,7,True,True,False,False,True,False,True,False,True,90.45,593.45,True,False,True,False,True,False,False,False,False,True,False
1189,False,False,False,47,True,False,False,False,True,True,True,True,False,74.45,3510.3,False,True,False,False,False,False,True,False,False,False,True
1190,False,False,False,14,True,False,False,True,False,False,False,False,False,50.45,765.45,False,True,False,False,True,False,False,False,False,True,False
1191,True,True,False,20,True,False,False,True,False,False,False,True,True,60.0,1259.35,False,True,False,False,True,False,False,False,False,True,False
1192,False,True,False,66,True,True,True,True,False,True,True,True,False,85.25,5538.35,False,True,False,False,False,False,True,False,False,True,False
1193,False,True,False,15,True,False,False,False,False,False,False,False,True,19.45,340.85,False,False,False,True,True,False,False,False,True,False,False
1194,False,False,False,42,True,False,False,False,False,False,False,False,True,20.75,844.45,False,False,False,True,False,False,True,True,False,False,False
1195,False,True,False,17,True,True,True,False,False,False,False,False,False,78.9,1348.95,False,False,True,False,True,False,False,False,False,True,False
1196,False,False,False,37,True,True,False,True,False,True,True,True,True,104.5,3778.0,False,False,True,False,False,True,False,False,True,False,False
1197,False,False,False,12,True,False,False,True,False,False,False,False,True,49.4,611.65,False,True,False,False,True,False,False,False,False,True,False
1198,False,True,False,53,True,False,False,True,False,False,True,True,True,94.25,4867.95,True,False,True,False,False,True,False,True,False,False,False
1199,False,False,False,60,True,True,False,False,False,False,False,False,False,25.0,1505.05,False,False,False,True,False,False,True,False,False,False,True
1200,False,True,True,18,False,False,False,False,False,False,False,False,False,25.55,467.85,False,True,False,False,True,False,False,False,True,False,False
1201,False,False,False,1,True,True,False,False,False,False,False,False,True,74.9,74.9,True,False,True,False,True,False,False,False,False,True,False
1202,False,False,False,3,True,False,False,False,False,False,False,False,True,70.15,194.2,False,False,True,False,True,False,False,False,False,True,False
1203,False,False,True,9,True,False,False,False,False,True,True,True,True,69.4,571.45,False,True,False,False,True,False,False,False,True,False,False
1204,False,False,False,1,True,False,False,False,False,False,True,False,True,80.25,80.25,True,False,True,False,True,False,False,False,False,True,False
1205,False,True,False,56,True,True,True,True,True,False,False,False,True,93.15,5253.95,False,False,True,False,False,True,False,False,False,True,False
1206,False,True,True,17,True,False,False,False,False,False,False,False,True,69.0,1149.65,True,False,True,False,True,False,False,False,False,True,False
1207,False,True,True,11,True,True,False,False,False,True,False,True,True,66.35,740.8,True,True,False,False,True,False,False,False,False,True,False
1208,False,False,False,7,True,False,False,False,False,False,False,False,True,69.55,521.35,False,False,True,False,True,False,False,False,False,True,False
1209,False,True,True,69,True,False,False,False,False,False,False,False,False,20.2,1412.65,False,False,False,True,False,False,True,True,False,False,False
1210,False,False,False,19,True,True,False,False,False,False,False,True,True,86.0,1532.45,True,False,True,False,True,False,False,True,False,False,False
1211,False,True,True,3,True,False,False,False,False,False,False,True,True,80.3,250.05,True,False,True,False,True,False,False,False,False,True,False
1212,False,True,True,54,True,False,False,False,False,False,False,False,False,20.4,1090.6,False,False,False,True,False,False,True,False,True,False,False
1213,False,True,False,62,True,True,False,False,False,False,False,False,True,23.75,1446.8,False,False,False,True,False,True,False,False,True,False,False
1214,False,False,False,24,True,True,False,True,False,False,True,False,True,90.55,2282.55,True,False,True,False,True,False,False,False,True,False,False
1215,False,True,True,62,True,True,False,False,False,False,True,True,True,70.45,4300.45,False,True,False,False,True,False,False,False,True,False,False
1216,False,False,False,17,True,True,True,False,False,False,False,True,False,65.75,1111.2,False,True,False,False,True,False,False,True,False,False,False
1217,False,False,False,9,False,False,False,False,False,False,False,False,True,24.6,190.1,False,True,False,False,True,False,False,False,False,False,True
1218,False,True,True,64,True,False,True,False,True,True,True,False,False,69.25,4447.75,False,True,False,False,False,False,True,False,False,False,True
1219,False,False,False,2,True,True,False,False,False,False,False,False,True,75.9,143.35,True,False,True,False,True,False,False,False,False,True,False
1220,False,True,True,1,True,False,False,False,False,False,False,False,True,45.85,45.85,True,True,False,False,True,False,False,False,False,False,True
1221,False,True,False,16,False,False,False,False,False,True,True,True,True,49.95,810.2,True,True,False,False,True,False,False,False,False,True,False
1222,False,True,False,72,True,True,False,False,False,False,False,False,False,24.65,1830.05,False,False,False,True,False,False,True,True,False,False,False
1223,False,False,False,30,True,True,True,True,True,False,False,False,False,90.4,2820.65,False,False,True,False,False,True,False,True,False,False,False
1224,False,True,False,49,True,True,True,False,False,False,True,True,True,100.85,4847.35,False,False,True,False,True,False,False,False,False,False,True
1225,False,True,False,61,True,True,True,False,True,True,False,True,False,75.35,4729.3,False,True,False,False,False,False,True,False,True,False,False
1226,False,True,True,47,True,True,False,True,False,False,True,False,False,87.2,4017.45,False,False,True,False,True,False,False,False,False,True,False
1227,False,False,False,20,True,False,True,False,True,False,False,True,False,64.4,1398.6,False,True,False,False,True,False,False,False,True,False,False
1228,False,True,True,34,True,False,False,False,False,False,True,False,False,78.3,2564.3,True,False,True,False,True,False,False,False,False,True,False
1229,False,True,True,70,True,True,False,False,False,False,False,False,False,24.7,1685.9,False,False,False,True,False,False,True,True,False,False,False
1230,False,False,True,54,True,False,True,True,False,True,True,True,True,105.85,5826.65,False,False,True,False,False,True,False,False,False,True,False
1231,True,True,False,61,True,True,False,True,True,True,True,False,True,98.3,6066.55,False,False,True,False,False,True,False,False,False,False,True
1232,False,False,False,3,True,True,False,False,False,False,False,False,True,76.95,228.4,True,False,True,False,True,False,False,False,False,True,False
1233,False,False,False,13,True,False,False,False,False,False,False,False,False,19.45,270.2,False,False,False,True,False,True,False,False,False,False,True
1234,True,False,False,16,True,True,False,False,False,False,True,True,True,96.15,1529.2,True,False,True,False,True,False,False,False,False,True,False
1235,False,True,True,3,True,False,False,True,False,False,True,False,True,58.7,168.6,False,True,False,False,True,False,False,False,True,False,False
1236,False,False,False,25,True,False,False,False,False,False,False,False,True,20.15,536.35,False,False,False,True,True,False,False,False,False,False,True
1237,False,False,False,30,True,True,True,False,False,False,False,True,True,64.5,1888.45,False,True,False,False,True,False,False,False,False,False,True
1238,False,True,False,21,False,False,True,False,False,False,False,False,False,28.5,629.35,False,True,False,False,True,False,False,False,False,True,False
1239,False,False,False,1,True,False,False,False,False,False,False,False,False,45.3,45.3,True,True,False,False,True,False,False,False,False,True,False
1240,False,False,False,15,True,False,False,False,False,False,False,False,False,19.4,289.3,True,False,False,True,True,False,False,True,False,False,False
1241,True,True,False,23,True,False,False,False,False,False,True,True,True,90.45,2117.25,False,False,True,False,True,False,False,False,False,True,False
1242,False,True,True,45,True,True,True,True,False,False,True,True,True,105.15,4730.9,False,False,True,False,True,False,False,False,False,True,False
1243,False,True,True,24,True,True,False,True,True,False,False,False,False,83.15,2033.05,False,False,True,False,False,True,False,True,False,False,False
1244,False,False,False,11,True,True,False,False,False,True,True,False,False,90.15,987.95,True,False,True,False,True,False,False,False,False,True,False
1245,False,False,False,1,True,False,False,False,False,False,False,False,False,45.05,45.05,True,True,False,False,True,False,False,False,False,False,True
1246,False,True,False,56,True,True,False,False,True,True,True,True,False,103.2,5744.35,False,False,True,False,False,False,True,True,False,False,False
1247,False,False,False,1,True,False,False,True,False,False,False,False,False,75.8,75.8,True,False,True,False,True,False,False,False,False,True,False
1248,False,False,False,1,True,False,False,False,False,False,False,False,False,19.45,19.45,False,False,False,True,True,False,False,False,False,True,False
1249,False,False,False,7,True,False,False,False,False,False,False,True,True,79.3,523.15,True,False,True,False,True,False,False,False,False,True,False
1250,True,True,False,55,True,False,False,False,True,True,True,False,False,88.8,4805.3,False,False,True,False,False,False,True,False,True,False,False
1251,False,False,False,2,False,False,False,False,False,True,False,False,True,30.9,59.05,True,True,False,False,True,False,False,False,False,True,False
1252,False,True,True,72,True,True,True,False,True,True,True,True,True,85.9,6110.75,False,True,False,False,False,False,True,False,True,False,False
1253,True,False,False,45,False,False,False,False,False,False,False,True,False,34.2,1596.6,False,True,False,False,False,True,False,False,False,True,False
1254,False,False,False,47,True,False,False,False,False,False,False,False,False,20.15,1046.2,False,False,False,True,False,False,True,False,False,False,True
1255,True,False,False,46,True,False,False,True,False,False,True,True,False,95.25,4424.2,True,False,True,False,False,True,False,False,True,False,False
1256,False,False,False,2,True,False,False,True,False,False,False,False,True,50.3,92.75,False,True,False,False,True,False,False,False,False,False,True
1257,False,True,False,2,True,False,True,False,False,True,False,False,True,80.15,194.55,False,False,True,False,True,False,False,False,False,True,False
1258,False,True,False,12,True,False,False,True,False,False,False,False,True,51.25,612.1,False,True,False,False,True,False,False,False,False,True,False
1259,True,True,False,68,True,True,False,True,False,False,False,True,True,89.6,6127.6,True,False,True,False,True,False,False,True,False,False,False
1260,False,True,True,69,True,False,False,False,False,True,True,True,True,95.2,6671.7,False,False,True,False,False,False,True,False,True,False,False
1261,True,False,True,56,True,False,True,False,False,False,True,True,False,94.8,5264.3,False,False,True,False,False,True,False,False,True,False,False
1262,True,False,False,4,True,True,True,False,False,False,False,False,True,80.25,303.7,False,False,True,False,True,False,False,False,False,True,False
1263,False,True,False,64,True,True,False,True,True,True,True,False,True,76.1,4818.8,False,True,False,False,False,False,True,True,False,False,False
1264,False,True,False,59,True,True,True,True,True,False,True,True,True,110.15,6448.05,True,False,True,False,False,True,False,False,False,True,False
1265,False,True,True,62,True,True,True,True,True,True,True,True,False,115.55,7159.05,False,False,True,False,False,False,True,True,False,False,False
1266,False,True,True,63,True,True,False,False,False,False,False,False,False,24.65,1574.5,False,False,False,True,False,False,True,False,True,False,False
1267,False,False,False,53,False,False,True,True,True,True,True,False,True,53.6,2879.2,False,True,False,False,False,True,False,False,False,True,False
1268,False,True,True,5,True,False,False,False,False,False,False,False,False,19.45,86.05,False,False,False,True,True,False,False,False,False,False,True
1269,True,True,False,49,True,True,True,True,True,False,False,False,True,88.2,4159.45,False,False,True,False,True,False,False,False,False,True,False
1270,False,True,True,62,True,True,True,False,False,False,True,True,True,101.15,6638.35,False,False,True,False,False,False,True,True,False,False,False
1271,False,True,False,55,True,False,True,True,False,True,False,False,False,56.8,3112.05,False,True,False,False,False,False,True,False,False,False,True
1272,True,True,False,71,True,False,True,True,True,True,True,False,True,99.4,7168.25,False,False,True,False,False,False,True,False,False,True,False
1273,False,True,True,72,True,False,False,False,False,False,False,False,True,20.1,1326.25,False,False,False,True,False,False,True,False,True,False,False
1274,False,True,True,36,False,False,True,False,True,True,True,True,False,60.7,2234.55,False,True,False,False,False,True,False,False,True,False,False
1275,False,True,False,25,True,False,False,False,False,False,False,False,True,20.95,495.15,False,False,False,True,False,True,False,True,False,False,False
1276,True,True,False,72,True,True,True,True,True,True,True,True,True,114.85,8317.95,False,False,True,False,False,False,True,True,False,False,False
1277,False,False,False,36,True,False,False,False,False,False,False,False,True,19.25,679.8,False,False,False,True,False,True,False,True,False,False,False
1278,False,False,False,1,True,False,False,False,False,False,True,True,True,62.8,62.8,False,True,False,False,True,False,False,False,False,False,True
1279,False,True,False,72,True,True,True,False,True,False,True,True,True,105.5,7544.0,False,False,True,False,False,False,True,False,False,True,False
1280,False,True,True,59,True,False,False,False,False,False,False,False,False,19.85,1188.25,False,False,False,True,False,False,True,False,False,False,True
1281,True,True,False,7,True,False,False,False,False,False,True,True,True,89.5,676.7,True,False,True,False,True,False,False,False,False,True,False
1282,False,False,False,1,True,False,False,False,True,True,True,True,False,74.1,74.1,False,True,False,False,False,True,False,False,True,False,False
1283,False,True,True,30,True,True,False,True,True,True,True,True,True,107.5,3242.5,False,False,True,False,True,False,False,False,False,True,False
1284,False,False,False,64,True,False,False,False,False,False,False,False,False,19.55,1240.15,False,False,False,True,False,False,True,False,False,False,True
1285,False,False,False,63,True,True,True,True,True,True,False,False,False,68.8,4111.35,False,True,False,False,False,True,False,True,False,False,False
1286,True,True,False,72,True,True,True,True,True,False,True,True,False,84.45,5899.85,False,True,False,False,False,False,True,False,True,False,False
1287,False,True,False,8,True,False,True,False,False,False,False,False,False,75.0,632.95,True,False,True,False,True,False,False,False,False,True,False
1288,False,False,False,62,True,True,False,True,True,True,True,True,False,84.5,5193.2,False,True,False,False,False,False,True,True,False,False,False
1289,False,True,True,67,True,True,False,True,True,True,True,True,True,111.2,7530.8,False,False,True,False,False,False,True,True,False,False,False
1290,False,False,False,6,True,False,False,False,False,False,False,False,False,44.75,270.95,True,True,False,False,True,False,False,False,False,True,False
1291,False,True,True,70,True,True,True,False,False,True,True,True,True,80.6,5460.2,False,True,False,False,False,False,True,True,False,False,False
1292,True,False,False,20,True,False,False,False,False,False,True,False,False,80.7,1614.2,False,False,True,False,True,False,False,True,False,False,False
1293,False,False,False,5,True,True,False,False,False,False,False,False,False,75.6,402.5,False,False,True,False,True,False,False,False,False,True,False
1294,False,True,True,24,False,False,True,True,True,False,True,True,False,57.6,1367.75,False,True,False,False,False,True,False,False,False,True,False
1295,False,True,False,11,True,False,False,False,False,False,False,False,True,44.05,483.7,True,True,False,False,True,False,False,False,False,True,False
1296,False,True,False,72,True,True,False,True,True,True,True,True,True,110.6,7962.2,False,False,True,False,False,False,True,False,True,False,False
1297,False,True,True,66,True,False,True,True,False,True,False,False,True,58.2,3810.8,False,True,False,False,False,False,True,False,True,False,False
1298,False,True,True,45,True,False,True,False,True,True,True,True,True,81.0,3533.6,False,True,False,False,False,False,True,False,False,False,True
1299,False,True,True,69,True,False,False,False,False,False,False,False,False,19.7,1396.9,False,False,False,True,False,False,True,True,False,False,False
1300,True,True,False,15,True,True,False,False,False,False,False,True,True,85.6,1345.55,True,False,True,False,True,False,False,True,False,False,False
1301,False,False,False,28,True,False,False,False,True,False,True,False,True,59.55,1646.45,False,True,False,False,True,False,False,True,False,False,False
1302,False,False,False,70,True,True,True,True,True,True,True,True,False,115.55,8127.6,True,False,True,False,False,True,False,False,True,False,False
1303,False,False,False,36,True,False,True,True,True,True,False,True,True,75.55,2680.15,False,True,False,False,False,True,False,False,False,False,True
1304,True,False,False,16,True,True,False,False,False,False,True,False,True,86.6,1281.0,True,False,True,False,True,False,False,False,False,True,False
1305,False,False,False,18,True,True,False,False,False,False,True,False,True,85.2,1553.9,True,False,True,False,True,False,False,False,False,True,False
1306,False,True,False,34,True,True,False,False,False,False,True,True,True,97.65,3207.55,True,False,True,False,True,False,False,False,False,True,False
1307,False,True,True,42,False,False,False,True,True,False,False,True,True,45.1,2049.05,False,True,False,False,False,True,False,False,True,False,False
1308,False,False,False,48,True,True,True,False,False,True,False,True,True,70.95,3629.2,False,True,False,False,False,True,False,True,False,False,False
1309,False,True,False,47,True,True,False,True,True,True,True,True,True,109.55,5124.55,True,False,True,False,True,False,False,False,False,True,False
1310,False,True,True,39,True,True,False,True,True,True,False,False,True,89.55,3474.45,True,False,True,False,False,True,False,False,False,True,False
1311,False,True,True,11,True,False,False,False,False,False,False,False,False,20.9,202.3,False,False,False,True,False,False,True,False,True,False,False
1312,False,False,False,7,True,False,False,False,False,False,False,False,True,19.95,147.5,False,False,False,True,True,False,False,False,False,False,True
1313,False,False,False,3,True,True,False,False,False,False,False,False,False,24.6,86.35,False,False,False,True,True,False,False,False,False,False,True
1314,False,False,False,8,True,False,True,False,True,False,False,True,True,66.7,579.0,False,True,False,False,True,False,False,False,False,True,False
1315,False,False,True,1,True,False,False,False,False,False,False,False,True,19.45,19.45,True,False,False,True,True,False,False,False,False,False,True
1316,False,True,True,32,True,False,True,True,True,False,False,True,False,94.8,3131.55,False,False,True,False,False,True,False,False,False,False,True
1317,False,True,True,60,True,False,True,True,True,True,False,False,True,65.85,3928.3,False,True,False,False,False,True,False,True,False,False,False
1318,False,True,False,10,True,False,False,False,False,False,False,False,True,19.95,187.75,False,False,False,True,True,False,False,True,False,False,False
1319,False,True,False,71,True,True,False,False,False,False,False,False,True,24.65,1710.15,False,False,False,True,False,False,True,True,False,False,False
1320,False,True,True,4,True,False,False,False,False,False,False,False,False,20.35,76.35,True,False,False,True,True,False,False,False,False,False,True
